acc;site;main_class;sub_class_1;sub_class_all;protein_names;binding_sites;area_a2;alpha_seeds;beta_seeds;hydrophobicity;pdbs
Q9Y5G3;3;Unmatched;Unmatched;Unmatched;Protocadherin gamma-B1;[560, 140, 168];[3283.966141991978, 1851.8176074226776, 1252.6753579593624];[191, 673, 126];[1118, 4010, 671];[-3.9, 5.3, -6.4];[]
Q9Y5G2;5;Unmatched;Unmatched;Unmatched;Protocadherin gamma-B2;[562, 436, 251, 154, 123];[3574.0497538725303, 956.6723649579357, 656.30507919916, 2221.7680676509062, 710.712034046107];[7, 461, 106, 189, 114];[182, 2289, 1767, 3300, 625];[5.4, 29.3, 24.4, -24.9, 11.2999];[]
Q9Y5G1;3;Unmatched;Unmatched;Unmatched;Protocadherin gamma-B3;[593, 241, 143];[3798.537105071601, 1358.856535439359, 1591.9394392790284];[0, 6, 28];[70, 50, 381];[16.7, -9.3, 12.2];['5K8R', '6MEQ', '6MER']
Q9UN71;3;Unmatched;Unmatched;Unmatched;Protocadherin gamma-B4;[591, 354, 152];[4152.968291516571, 1326.646290168331, 1700.5683440722107];[21, 183, 69];[1376, 981, 1217];[13.9, 11.2, -13.7];[]
Q9Y5G0;3;Unmatched;Unmatched;Unmatched;Protocadherin gamma-B5;[152, 362, 589];[1955.7135671353951, 1842.7455798962833, 3678.1421600888343];[67, 40, 5];[1580, 357, 197];[-20.4, 21.0, 15.9999];[]
Q9Y5F9;4;Unmatched;Unmatched;Unmatched;Protocadherin gamma-B6;[562, 366, 337, 142];[2957.258928938523, 2337.508801295022, 1597.370128209345, 1150.420007743519];[17, 314, 15, 2];[640, 2324, 262, 27];[18.0, 26.3, -5.6, -6.4];[]
Q9Y5F8;3;Unmatched;Unmatched;Unmatched;Protocadherin gamma-B7;[593, 366, 142];[4598.352463792413, 1756.29437998272, 2902.9900490279556];[1, 797, 0];[99, 3191, 0];[15.3, 0.09999, -17.3];[]
Q9UN70;7;Unmatched;Unmatched;Unmatched;Protocadherin gamma-C3;[599, 495, 372, 263, 154, 106, 111];[3184.50836064161, 666.3436312802143, 2431.3491434851103, 692.7591895091482, 1067.064827997522, 641.1887825476372, 704.3053182129806];[34, 405, 195, 19, 265, 9, 31];[390, 4618, 7382, 103, 3891, 85, 385];[-17.5, 9.1, 37.6, 11.0, 6.1, 8.4, -0.2];[]
Q9Y5F7;6;Unclassified;Unclassified;Unclassified;Protocadherin gamma-C4;[557, 370, 251, 36, 106, 15];[3403.2312771722864, 1582.0734808684497, 994.6088415792841, 780.0299184692586, 1079.4940933028631, 1230.712134652266];[35, 220, 544, 1, 1, 5];[180, 1547, 2422, 1, 1, 15];[9.0, 17.7999, 20.7, -0.3999, 17.9999, 14.2];[]
Q9Y5F6;4;Unclassified;Unclassified;Unclassified;Protocadherin gamma-C5;[556, 369, 152, 85];[2810.2151333834727, 762.4455323299434, 1424.5761327213156, 1905.5758815642987];[0, 6, 462, 245];[0, 139, 3295, 726];[8.9, 14.8999, 2.2, 8.5];[]
Q08174;5;Miscellaneous;StructuralAndAdhesion;"StructuralAndAdhesion;ProtocadherinsOther";Protocadherin-1;[175, 457, 479, 619, 807];[1406.5274890009698, 1063.1091362106129, 739.0346553710538, 1735.9403502459625, 2825.881014823901];[639, 16, 109, 164, 106];[3732, 112, 386, 3920, 618];[18.6, -2.2, 9.99999, 12.7, -12.099];['6BX7', '6MGA', '6PIM', '6VFP']
O60245;7;Miscellaneous;StructuralAndAdhesion;"StructuralAndAdhesion;ProtocadherinsOther";Protocadherin-7;[134, 150, 441, 555, 646, 764, 865];[1707.7032500543637, 1701.8240115062838, 1078.887882276004, 1177.089026564937, 1951.4788165936397, 1821.9821734871957, 665.4531255107523];[27, 641, 262, 1363, 204, 86, 446];[306, 3968, 686, 3057, 6591, 231, 3234];[1.19999, 11.8999, 21.0, 10.8, 13.3, 12.3999, -3.5999];['2YST']
O95206;6;Miscellaneous;StructuralAndAdhesion;"StructuralAndAdhesion;ProtocadherinsOther";Protocadherin-8;[516, 591, 465, 411, 104, 109];[895.994054257628, 1171.701001238558, 2670.3450289050643, 1132.806144932392, 831.2363273189927, 1195.3729018833571];[93, 79, 143, 0, 51, 28];[1646, 384, 666, 0, 205, 92];[4.6, -6.0, -3.7, 26.4, 15.5, -3.2];['6VFV']
Q9HC56;5;Miscellaneous;StructuralAndAdhesion;"StructuralAndAdhesion;ProtocadherinsOther";Protocadherin-9;[706, 385, 161, 113, 40];[4471.198634318564, 1204.1092444169512, 897.956773964232, 2036.7647183432873, 676.6577514576109];[154, 1234, 693, 7, 375];[718, 4026, 13781, 114, 3642];[27.4999, -3.3, 13.2, 24.2, 3.4];['2EE0']
Q96NT5;0;Transporters;SLC;"SLC;MFS;SLC46";Proton-coupled folate transporter;[];[];[];[];[];[]
Q92824;9;Unclassified;Unclassified;Unclassified;Proprotein convertase subtilisin/kexin type 5;[1381, 40, 933, 819, 83, 675, 1687, 296, 276];[4210.506560967066, 1386.76687120989, 1486.0291756840359, 1578.4709273668607, 907.1476778052339, 2584.6514958123403, 2190.653307373714, 5222.862686082519, 2358.915458496204];[144, 7844, 206, 35, 0, 141, 132, 9, 19];[639, 4806, 2295, 84, 24, 212, 292, 88, 318];[-58.899, 2.59999, -22.599, 12.7, 6.8, -26.9, 28.2, -40.099, -70.199];[]
Q96RV3;2;Unclassified;Unclassified;Unclassified;Pecanex-like protein 1;[2026, 1323];[1159.5346988738504, 2168.1895624222407];[13, 6];[54, 8];[14.0, 20.5];[]
A6NKB5;3;Unclassified;Unclassified;Unclassified;Pecanex-like protein 2;[1858, 1059, 1158];[1786.013458634735, 1282.036450189246, 1660.630750500714];[2, 0, 125];[624, 0, 89];[10.5999, 12.5, 17.7999];[]
Q9NZQ7;3;Unclassified;Unclassified;Unclassified;Programmed cell death 1 ligand 1;[9, 115, 130];[1844.2205770396904, 956.097182006667, 763.6131575995277];[11, 1275, 49];[323, 2548, 209];[22.3, -8.8, 8.5];['3BIK', '3BIS', '3FN3', '3SBW', '4Z18', '4ZQK', '5C3T', '5GGT', '5GRJ', '5IUS', '5J89', '5J8O', '5JDR', '5JDS', '5N2D', '5N2F', '5NIU', '5O45', '5O4Y', '5X8L', '5X8M', '5XJ4', '5XXY', '6L8R', '6NM7', '6NM8', '6NNV', '6NOJ', '6NOS', '6NP9', '6PV9', '6R3K', '6RPG', '6VQN', '6YCR', '7BEA', '7C88', '7CZD', '7DCV', '7DY7', '7NLD', '7OUN', '7SJQ', '7TPS', '7UX5', '7UXO', '7UXP', '7UXQ', '7VUN']
Q9BQ51;3;Unclassified;Unclassified;Unclassified;Programmed cell death 1 ligand 2;[195, 105, 8];[1926.6660523944538, 1166.7964321149818, 1782.0013345353448];[66, 10, 0];[532, 213, 19];[-4.4, 13.8, 29.9];['6UMT']
Q9Y5Y4;0;Receptors;GPCR;"GPCR;Rhodopsin";Prostaglandin D2 receptor 2;[];[];[];[];[];['6D26', '6D27', '7M8W']
Q13258;0;Receptors;GPCR;"GPCR;Rhodopsin";Prostaglandin D2 receptor;[];[];[];[];[];[]
Q15116;1;Unclassified;Unclassified;Unclassified;Programmed cell death protein 1;[66];[4429.080736660379];[152];[678];[-44.1];['2M2D', '3RRQ', '4ZQK', '5B8C', '5GGR', '5GGS', '5IUS', '5JXE', '5WT9', '6HIG', '6J14', '6J15', '6JBT', '6JJP', '6K0Y', '6R5G', '6ROY', '6ROZ', '6UMT', '6UMU', '6UMV', '6XKR', '7BXA', '7CGW', '7CU5', '7E9B', '7VUX', '7WSL', '7WVM', '8AS0']
Q9NZ53;1;Unclassified;Unclassified;Unclassified;Podocalyxin-like protein 2;[391];[1487.538303710594];[175];[769];[-14.1];[]
P34995;0;Receptors;GPCR;"GPCR;Rhodopsin";Prostaglandin E2 receptor EP1 subtype;[];[];[];[];[];[]
P43116;0;Receptors;GPCR;"GPCR;Rhodopsin";Prostaglandin E2 receptor EP2 subtype;[];[];[];[];[];['7CX2', '7CX3', '7CX4']
P43115;0;Receptors;GPCR;"GPCR;Rhodopsin";Prostaglandin E2 receptor EP3 subtype;[];[];[];[];[];['6AK3', '6M9T', '7WU9']
P35408;1;Receptors;GPCR;"GPCR;Rhodopsin";Prostaglandin E2 receptor EP4 subtype;[341];[966.4867391928444];[2];[24];[10.2];['5YHL', '5YWY', '7D7M']
Q5VY43;7;Receptors;SCAR;"SCAR;Class_F";Platelet endothelial aggregation receptor 1;[336, 381, 103, 260, 45, 459, 638];[1778.795552550376, 1372.4156105471575, 2744.6266297208876, 5023.940142064772, 2291.2668845398484, 1975.407668489427, 497.75103115268007];[33, 0, 47, 40, 24, 155, 27];[181, 3, 377, 10, 331, 120, 147];[13.6, 0.09999, -6.4999, -33.3, 1.79999, 1.19999, 6.3];[]
P16284;5;Unclassified;Unclassified;Unclassified;Platelet endothelial cell adhesion molecule;[201, 83, 181, 413, 556];[878.4414718957936, 949.2861315634955, 2243.118680390554, 1807.211839878513, 782.4316854454754];[7, 219, 52, 106, 413];[66, 772, 41, 292, 1101];[3.8, 2.5, -11.6, -7.1, -2.5];['2KY5', '5C14', '5GNI']
P07202;1;Enzymes;Unclassified;1,11;Thyroid peroxidase;[295];[5391.292000962256];[41];[16];[-3.7];[]
P43088;0;Receptors;GPCR;"GPCR;Rhodopsin";Prostaglandin F2-alpha receptor;[];[];[];[];[];[]
Q75T13;0;Unclassified;Unclassified;Unclassified;GPI inositol-deacylase;[];[];[];[];[];[]
Q96GW7;4;Unmatched;Unmatched;Unmatched;Brevican core protein;[204, 838, 687, 786];[5521.612827326586, 3364.946898253374, 955.0418395856278, 738.3386568504528];[29, 28, 29, 843];[27, 10, 27, 2947];[-18.799, -7.9, 3.4, -6.3];[]
P16234;5;Receptors;Kinase;"KInase;PDGFR";Platelet-derived growth factor receptor alpha;[441, 599, 242, 797, 808];[1033.4431931380477, 899.1614389990532, 4489.295371556073, 1874.9951920382166, 1584.1380114480862];[3, 2, 10, 50, 355];[876, 1, 129, 221, 439];[14.6, -2.2, 50.8999, 2.4, 6.1];['1GQ5', '5GRN', '5K5X', '6A32', '6JOI', '6JOJ', '6JOK', '6JOL', '7LBF', '7RAM']
P09619;3;Receptors;Kinase;"KInase;PDGFR";Platelet-derived growth factor receptor beta;[445, 242, 844];[1222.9826531716003, 3158.088342126809, 4526.4470317904415];[28, 52, 0];[334, 288, 0];[8.2, 26.4, -0.9999];['1GQ5', '1H9O', '1SHA', '2IUI', '2L6W', '2PLD', '2PLE', '3MJG']
P78562;1;Enzymes;Hydrolases;3.4.24;Phosphate-regulating neutral endopeptidase PHEX;[63];[1340.563157772789];[10];[83];[14.7];[]
Q6UXB8;3;Unclassified;Unclassified;Unclassified;Peptidase inhibitor 16;[16, 39, 127];[1245.5464636668553, 773.0805991642345, 1502.4502029141613];[0, 0, 0];[1, 17, 0];[28.5, -0.2, -31.9];[]
P43119;0;Receptors;GPCR;"GPCR;Rhodopsin";Prostacyclin receptor;[];[];[];[];[];[]
Q92508;3;Unclassified;Unclassified;Unclassified;Piezo-type mechanosensitive ion channel component 1;[1521, 803, 2125];[3363.1393189247246, 1209.6425199221908, 1250.4095327393288];[287, 5, 1953];[325, 24, 1567];[52.0999, 9.0, 12.8999];[]
Q9H5I5;0;Unclassified;Unclassified;Unclassified;Piezo-type mechanosensitive ion channel component 2;[];[];[];[];[];[]
Q8TEQ8;2;Unclassified;Unclassified;Unclassified;GPI ethanolamine phosphate transferase 3;[1080, 934];[1447.4207473006695, 643.0884764756968];[119, 55];[194, 341];[10.2, 5.49999];[]
P01833;4;Receptors;IG;"IG;OtherMisc";Polymeric immunoglobulin receptor;[370, 243, 442, 174];[1396.9782108868917, 3075.73207248937, 1155.2152029006372, 908.1847912318634];[1, 48, 638, 232];[1, 370, 1368, 134];[-12.299, -14.5, -11.8, 10.7];['1XED', '2OCW', '3CHN', '3CM9', '5D4K', '6KXS', '6LX3', '6LXW', '6UE7', '6UE8', '6UE9', '6UEA', '7K0C', '7YSG']
Q969N2;3;Unclassified;Unclassified;Unclassified;GPI transamidase component PIG-T;[565, 511, 156];[766.3186118655913, 2062.560102911346, 2007.6949021730152];[1, 34, 1590];[43, 472, 1389];[15.0, -28.7, 38.7];['7W72', '7WLD']
Q9UKJ1;1;Unclassified;Unclassified;Unclassified;Paired immunoglobulin-like type 2 receptor alpha;[140];[1365.7397261582798];[1];[6];[-16.9];['3WUZ', '3WV0', '4NFB', '5XO2', '5XOF']
Q9UKJ0;1;Unclassified;Unclassified;Unclassified;Paired immunoglobulin-like type 2 receptor beta;[140];[1415.7847153535477];[0];[6];[-16.9];['4NFC', '4NFD']
Q8TDX9;2;Transporters;AuxillaryTransportUnit;"AuxillaryTransportUnit;PKD1";Polycystin-1-like protein 1;[1374, 655];[3638.767920014788, 1749.138530049543];[1066, 73];[1168, 266];[11.9999, 12.4999];[]
Q7Z442;3;Transporters;AuxillaryTransportUnit;"AuxillaryTransportUnit;PKD1";Polycystin-1-like protein 2;[2092, 1391, 1522];[6848.442183140903, 1813.0639288604496, 3696.2825305576475];[12, 0, 325];[34, 0, 172];[-0.3999, 22.1, 10.4];[]
Q7Z443;6;Transporters;AuxillaryTransportUnit;"AuxillaryTransportUnit;PKD1";Polycystin-1-like protein 3;[877, 468, 629, 284, 1315, 1542];[2991.849803309271, 1882.0282871473369, 987.902898742177, 1226.9947772709907, 3824.380001380408, 958.7873161604075];[0, 0, 0, 364, 8, 2];[1, 0, 16, 73, 214, 1];[28.6, 28.1, 40.3, 17.1, 5.89999, 4.69999];[]
Q9P0L9;3;Transporters;Channels;"Channels;Voltage_gated_ion_channels;TRP_channels";Polycystin-2-like protein 1;[721, 584, 308];[2016.4450134151523, 1107.898163326236, 4224.860536586412];[16, 1, 1645];[193, 66, 1117];[20.4, 9.2, -3.6];['3TE3', '4GIF', '6DU8']
P98161;9;Transporters;AuxillaryTransportUnit;"AuxillaryTransportUnit;PKD1";Polycystin-1;[1392, 1222, 1263, 950, 937, 896, 776, 577, 470];[906.6547192542819, 2346.629698040472, 937.2963013787117, 3503.6272699583405, 1312.7146842279672, 1378.0140450111387, 1737.34786132496, 1324.9622413656289, 1001.3178872239502];[319, 16, 13, 3148, 177, 196, 150, 1, 0];[2494, 154, 785, 10920, 4096, 1030, 605, 0, 0];[3.8, 6.9, 8.5, 28.5999, 6.0, 29.6, 14.2999, 14.0, 6.5];['1B4R', '6A70']
Q13563;4;Transporters;Channels;"Channels;Voltage_gated_ion_channels;TRP_channels";Polycystin-2;[853, 909, 463, 457];[3043.4826542729083, 1965.3704738866802, 2216.711654882407, 3273.0698575463066];[15, 27, 648, 206];[51, 3, 215, 650];[12.7999, -6.1, -1.5999, 3.69999];['2KLD', '2KLE', '2KQ6', '2Y4Q', '3HRN', '3HRO', '5K47', '5MKE', '5MKF', '5T4D', '6A70', '6D1W', '6T9N', '6T9O', '6WB8']
Q9NTG1;3;Transporters;AuxillaryTransportUnit;"AuxillaryTransportUnit;PKD1";Polycystin family receptor for egg jelly;[1237, 2041, 985];[3659.145996510129, 4604.198928935648, 1018.1327770886086];[0, 0, 1];[0, 78, 13];[14.6, 4.19999, 27.3999];[]
P08F94;9;Unclassified;Unclassified;Unclassified;Fibrocystin;[744, 158, 404, 37, 263, 982, 1088, 1128, 1387];[1033.7139130975793, 1052.4238426789586, 668.270474774416, 3196.3767934806438, 583.9128942613568, 836.8355374848632, 1039.2322563414405, 3114.835786529356, 2404.5655147094776];[211, 278, 79, 82, 19, 125, 30, 243, 83];[652, 435, 764, 200, 1465, 1178, 349, 186, 529];[0.99999, -6.9, 10.7999, 13.5, 7.5, -1.9, -2.4999, 7.3, 35.8999];[]
Q86WI1;8;Unclassified;Unclassified;Unclassified;Fibrocystin-L;[1107, 1264, 475, 161, 1332, 144, 559, 599];[517.6031817667534, 1274.7421374687442, 2061.8555716699584, 822.6799476238266, 3320.550182368504, 2394.272920259523, 1169.711907667702, 782.5672393507135];[10, 443, 0, 143, 4724, 579, 365, 8];[99, 1210, 89, 1229, 2048, 836, 665, 119];[21.1, -13.5, -3.2999, 7.79999, 25.7, -55.599, 13.5, 8.1];[]
Q8TCW9;0;Receptors;GPCR;"GPCR;Rhodopsin";Prokineticin receptor 1;[];[];[];[];[];[]
Q8NFJ6;0;Receptors;GPCR;"GPCR;Rhodopsin";Prokineticin receptor 2;[];[];[];[];[];[]
Q13018;5;Receptors;SCAR;"SCAR;MacrophageMannoseR";Secretory phospholipase A2 receptor;[784, 111, 814, 1363, 1163];[1529.0860604797913, 4047.188539764532, 2395.872805407184, 1913.859214194264, 1167.609755546411];[0, 0, 773, 0, 510];[1, 5, 1204, 0, 1780];[-17.099, -8.9, 9.79999, -16.299, 12.0999];['6JLI', '7QSR']
Q6P1J6;6;Unclassified;Unclassified;Unclassified;Phospholipase B1, membrane-associated;[1143, 1038, 1338, 1303, 256, 304];[3101.766955015897, 646.4779058830699, 1424.7405815219481, 1811.2198915429822, 2508.7358789657037, 1012.8263943861284];[11, 2, 0, 0, 106, 274];[101, 48, 8, 172, 44, 2209];[-19.1, 6.19999, 5.59999, -23.499, -6.2, 6.6];[]
Q8N7P1;1;Unclassified;Unclassified;Unclassified;Inactive phospholipase D5;[364];[1914.7611615666005];[275];[1198];[-10.599];[]
Q8IUK5;0;Unclassified;Unclassified;Unclassified;Plexin domain-containing protein 1;[];[];[];[];[];[]
Q6UQ28;2;Unmatched;Unmatched;Unmatched;Placenta-expressed transcript 1 protein;[197, 133];[3115.628553860708, 1563.6511427627047];[1, 101];[7, 382];[43.2999, -0.1];[]
Q9BX97;5;Unclassified;Unclassified;Unclassified;Plasmalemma vesicle-associated protein;[71, 105, 143, 372, 283];[2373.160448000037, 2324.700993467469, 4185.595476553352, 2887.565798726192, 4187.804481609959];[4, 4, 0, 11, 45];[474, 80, 7, 108, 80];[-9.0, 1.1, -4.9, -15.099, 34.9];[]
Q9UIW2;8;Receptors;Other_receptors;"Other_receptors;Plexin";Plexin-A1;[412, 1285, 1094, 82, 566, 899, 693, 781];[1058.644002207594, 5963.931231808567, 4108.54617139481, 700.2681777276454, 2625.33453889991, 1232.215250989178, 850.4268042210877, 658.6998648583688];[18, 3100, 1, 355, 7, 0, 528, 118];[41, 1730, 272, 841, 77, 2, 2118, 836];[-2.7, 7.0, -32.5, 9.0, -17.8, -18.2, 1.89999, 3.3];['7Y4P', '7Y4Q']
O75051;6;Receptors;Other_receptors;"Other_receptors;Plexin";Plexin-A2;[1285, 1567, 391, 1711, 971, 782];[6585.416798504964, 1470.7106147647542, 3121.7670707654447, 1035.158851792758, 2478.5729049072665, 1596.23256138799];[4968, 21, 0, 229, 35, 415];[3422, 354, 0, 264, 67, 395];[9.5, 8.2, -14.0, 2.89999, -5.3, 6.7];['3Q3J']
P51805;8;Receptors;Other_receptors;"Other_receptors;Plexin";Plexin-A3;[1828, 1541, 1264, 273, 115, 308, 1201, 558];[617.3181082935832, 994.2155607211679, 5383.604019532695, 2617.392127250501, 2050.4463543496713, 747.905776107996, 2675.4448809793917, 1092.651936608176];[321, 25, 29, 1, 187, 5, 89, 32];[242, 198, 146, 11, 585, 12, 349, 354];[6.7, 1.2, 12.1, 3.69999, -5.7, -1.1, 9.69999, 0.79999];[]
Q9HCM2;7;Receptors;Other_receptors;"Other_receptors;Plexin";Plexin-A4;[612, 982, 291, 1348, 1463, 1679, 1581];[1216.6189887933567, 2867.2709162585293, 3511.2700667528225, 725.4398979763249, 1014.0888492117377, 4028.1087943072016, 1279.2741757597562];[10, 155, 254, 153, 0, 2071, 0];[136, 493, 1039, 478, 0, 1775, 0];[6.59999, -2.9, -7.9999, 8.9, -22.499, -19.6, 1.09999];['4E74']
O43157;8;Receptors;Other_receptors;"Other_receptors;Plexin";Plexin-B1;[1700, 1612, 335, 1360, 1833, 1983, 1529, 71];[2821.8613276310857, 956.1617591889909, 969.7260702845458, 734.8545918125272, 1264.4047462346543, 1157.2506446594075, 6533.873153258653, 1382.690557779121];[254, 3, 2, 1994, 16, 3, 0, 1369];[229, 8, 3, 6898, 31, 9, 0, 2320];[-10.499, -13.399, -0.5999, -17.099, -7.0, -10.1, -32.699, -7.2];['2JPH', '2OS6', '2R2O', '2REX', '3HM6', '3OL2', '3SU8', '3SUA', '5B4W', '7VF3', '7VG7']
O15031;8;Receptors;Other_receptors;"Other_receptors;Plexin";Plexin-B2;[8, 434, 132, 1017, 1687, 1739, 1228, 1528];[945.9688424318714, 834.9337103766065, 501.30006122387437, 3148.34862919879, 2759.3182295877587, 2284.09261168679, 3646.466955196279, 2273.2851451074957];[20, 6, 20, 287, 4, 34, 9, 8];[149, 18, 757, 361, 3, 18, 236, 43];[11.6, 8.39999, 3.19999, 30.5, -9.0, -25.099, -13.6, -2.4];['4E71']
Q9ULL4;8;Receptors;Other_receptors;"Other_receptors;Plexin";Plexin-B3;[639, 805, 72, 1047, 960, 1380, 1206, 1294];[1268.3181622685704, 3102.1774952410615, 1477.3271579590646, 2016.0018937106183, 1758.1849594135751, 1164.260468711834, 899.5807058704765, 6430.177130708021];[280, 146, 281, 86, 355, 116, 1, 666];[1000, 422, 1505, 27, 1350, 565, 1, 1372];[-7.7, 12.6, 15.5, 1.6, 11.1, -11.5, -13.4, -22.6];[]
O60486;6;Receptors;Other_receptors;"Other_receptors;Plexin";Plexin-C1;[1420, 1380, 1239, 1349, 105, 760];[1544.723240950298, 1850.381783224703, 873.2665706636305, 3222.235009901774, 1602.7240226525735, 3045.308074745022];[8, 85, 0, 971, 0, 13];[31, 370, 0, 1182, 0, 406];[-28.1, -16.799, -14.899, -0.4, -6.1, -12.299];['3KUZ', '3NVN', '3NVQ', '6VXK']
Q9Y4D7;9;Receptors;Other_receptors;"Other_receptors;Plexin";Plexin-D1;[1769, 1315, 1231, 178, 1093, 403, 120, 495, 865];[785.7443203657606, 5695.037856301947, 997.1382115163689, 707.9243553797272, 1563.3360138699832, 1150.8249241299818, 812.77132560931, 1883.1873796961333, 5516.169727166031];[0, 986, 372, 171, 157, 255, 189, 39, 186];[0, 360, 574, 507, 677, 464, 485, 187, 583];[-7.4, -2.1999, -5.1, 1.5, -7.1, 17.2999, -10.4, 22.5, -36.899];['3H6N']
P40967;2;Unclassified;Unclassified;Unclassified;Melanocyte protein PMEL;[479, 162];[1314.5216817801993, 2714.2160128341393];[1, 217];[7, 197];[-3.1, -5.3];['1TVB', '1TVH', '3CC5', '4IS6', '5EU3', '5EU4', '5EU5', '5EU6', '6VM7', '6VM8', '6VM9', '6VMA', '6VMC', '7PHR']
Q969W9;1;Unclassified;Unclassified;Unclassified;Protein TMEPAI;[178];[1338.0719911537758];[12];[61];[-13.0];[]
Q8TEM1;9;Unclassified;Unclassified;Unclassified;Nuclear pore membrane glycoprotein 210;[961, 735, 986, 1453, 529, 1414, 424, 244, 58];[1283.7247653523416, 1181.9336727175287, 1063.4874848073505, 1934.4015455647652, 2526.528347136951, 5171.296157630455, 1253.992887619146, 1084.073837260096, 1022.6180793407614];[1807, 160, 1, 270, 129, 15, 12, 278, 1182];[3456, 1769, 16, 299, 411, 34, 676, 471, 3360];[24.8, 11.2, 14.3, 30.5, 11.8, 0.49999, 2.3, -1.1999, -0.1];['7R5J', '7R5K']
O00592;2;Unclassified;Unclassified;Unclassified;Podocalyxin;[415, 8];[4014.567366417395, 1418.368578348389];[344, 3];[126, 47];[19.8, 24.6];[]
Q8NE79;1;Unclassified;Unclassified;Unclassified;Blood vessel epicardial substance;[257];[2171.2559119925218];[1];[3];[1.0];[]
Q8N131;0;Unclassified;Unclassified;Unclassified;Porimin;[];[];[];[];[];[]
P11117;0;Enzymes;Hydrolases;3.1.3;Lysosomal acid phosphatase;[];[];[];[];[];[]
Q9BZG2;1;Enzymes;Hydrolases;3.1.3;Testicular acid phosphatase;[105];[2390.9372082080167];[45];[367];[18.4];[]
P05187;1;Unmatched;Unmatched;Unmatched;Alkaline phosphatase, placental type;[68];[6628.350540625722];[2107];[3715];[21.7];['1EW2', '1ZEB', '1ZED', '1ZEF', '2GLQ', '3MK0', '3MK1', '3MK2']
P09923;1;Unmatched;Unmatched;Unmatched;Intestinal-type alkaline phosphatase;[65];[6367.1162516532695];[2662];[4293];[24.0];[]
P10696;2;Unmatched;Unmatched;Unmatched;Alkaline phosphatase, germ cell type;[65, 312];[6343.790507976782, 494.4605037362536];[888, 712];[2107, 1810];[6.39999, 9.5];[]
P05186;0;Unmatched;Unmatched;Unmatched;Alkaline phosphatase, tissue-nonspecific isozyme;[];[];[];[];[];[]
Q5R3F8;1;Miscellaneous;Other;"Other;LRRC";Protein phosphatase 1 regulatory subunit 29;[360];[2059.1051266942873];[41];[196];[5.69999];[]
Q86XR5;0;Unclassified;Unclassified;Unclassified;Proline-rich membrane anchor 1;[];[];[];[];[];[]
P04156;1;Unclassified;Unclassified;Unclassified;Major prion protein;[245];[2915.99178232795];[0];[4];[68.0999];['1E1G', '1E1J', '1E1P', '1E1S', '1E1U', '1E1W', '1FKC', '1FO7', '1H0L', '1HJM', '1HJN', '1I4M', '1OEH', '1OEI', '1QLX', '1QLZ', '1QM0', '1QM1', '1QM2', '1QM3', '2IV4', '2IV5', '2IV6', '2K1D', '2KUN', '2LBG', '2LEJ', '2LFT', '2LSB', '2LV1', '2M8T', '2OL9', '2W9E', '3HAF', '3HAK', '3HEQ', '3HER', '3HES', '3HJ5', '3HJX', '3MD4', '3MD5', '3NHC', '3NHD', '3NVF', '4DGI', '4E1H', '4E1I', '4KML', '4N9O', '5L6R', '5YJ4', '5YJ5', '6DU9', '6LNI', '6PQ5', '6PQA', '6SUZ', '6SV2', '6UUR', '7DWV', '7FHQ', '7RL4', '7RVC', '7RVE', '7RVJ', '7RVK', '7RVL', '7UMQ', '7UN5']
P49683;0;Receptors;GPCR;"GPCR;Rhodopsin";Prolactin-releasing peptide receptor;[];[];[];[];[];[]
P16471;2;Receptors;IG;"IG;Type1;CytokineR";Prolactin receptor;[37, 12];[4761.317928486045, 1338.1352108577926];[0, 0];[0, 1046];[-46.1, 27.9];['1BP3', '2LFG', '2N7I', '3D48', '3MZG', '3N06', '3N0P', '3NCB', '3NCC', '3NCE', '3NCF', '4I18']
Q9UKY0;2;Unclassified;Unclassified;Unclassified;Prion-like protein doppel;[139, 166];[1351.8917020965393, 2577.417299988296];[933, 287];[3026, 233];[-4.9, 53.8999];['1LG4']
O43490;1;Unclassified;Unclassified;Unclassified;Prominin-1;[775];[2283.1957063767372];[17];[20];[82.2999];[]
Q8N271;2;Unclassified;Unclassified;Unclassified;Prominin-2;[468, 506];[1456.6079665576951, 2649.823447560115];[66, 1624];[458, 536];[10.6999, 102.399];[]
P23942;0;Miscellaneous;Other;"Other;Tetraspanin";Peripherin-2;[];[];[];[];[];['7ZW1']
Q5FWE3;0;Unclassified;Unclassified;Unclassified;Proline-rich transmembrane protein 3;[];[];[];[];[];[]
Q7RTY9;2;Unmatched;Unmatched;Unmatched;Serine protease 41;[311, 95];[987.5414216615418, 3075.6312312437];[23, 1];[420, 164];[19.3, -6.3];[]
Q16651;1;Unclassified;Unclassified;Unclassified;Prostasin;[173];[2257.2434361014716];[19];[266];[-10.8];['3DFJ', '3DFL', '3E0N', '3E0P', '3E16', '3E1X', '3FVF', '3GYL', '3GYM']
Q2VWP7;6;Receptors;IG;"IG;NetrinR";Protogenin;[251, 154, 317, 880, 329, 468];[2986.6147851806495, 615.1042551001647, 1239.7746598305102, 831.0049742303672, 1213.9017050734737, 2169.998499229196];[5, 116, 4, 24, 142, 32];[192, 309, 33, 118, 53, 82];[35.5, 19.5, 11.8, 10.7999, -0.8, 35.1];[]
O43653;0;Unclassified;Unclassified;Unclassified;Prostate stem cell antigen;[];[];[];[];[];[]
